quantityOrdered,priceEach,orderDate,requiredDate,shippedDate,orderStatus,orderComments,productName,category,productScale,productVendor,quantityInStock,buyPrice,MSRP,customerName,phone_customer,city_customer,country_customer,creditLimit,employeeEmail,jobTitle,city_office,phone_office,country_office,territory,employeeName,contactName,address_office,address_customer
38,49.21,2018-10-22,2018-10-31,2018-12-26,Shipped,This order was on hold because customerss credit limit had been exceeded. Order will ship when payment is received,1962 City of Detroit Streetcar,Trains,1:50,Classic Metal Creations,1645,37.49,58.58,"Dragon Souveniers, Ltd.",,Singapore,Singapore,103800,mnishi@classicmodelcars.com,Sales Rep,Tokyo,+81 3-3224-5000,Japan,Japan,Mami Nishi,Eric Natividad,4-1 Kioicho  102-8578,Bronz Sok. Bronz Apt. 3/6 Tesvikiye 79903
43,136.59,2018-10-21,2018-10-30,2018-10-27,Shipped,,1903 Ford Model A,Vintage Cars,1:18,Unimax Art Galleries,3913,68.3,136.59,FunGiftIdeas.com,+1 508-555-2555,New Bedford,USA,85800,spatterson@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Steve Patterson,Violeta Benitez,1550 Court Place Suite 102 02107,1785 First Street  50553
26,72.85,2018-10-21,2018-10-30,2018-10-27,Shipped,,1904 Buick Runabout,Vintage Cars,1:18,Exoto Designs,8290,52.66,87.77,FunGiftIdeas.com,+1 508-555-2555,New Bedford,USA,85800,spatterson@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Steve Patterson,Violeta Benitez,1550 Court Place Suite 102 02107,1785 First Street  50553
29,76.22,2018-10-21,2018-10-30,2018-10-27,Shipped,,The Mayflower,Ships,1:700,Studio M Art Models,737,43.3,86.61,FunGiftIdeas.com,+1 508-555-2555,New Bedford,USA,85800,spatterson@classicmodelcars.com,Sales Rep,Boston,+1 215-837-0825,USA,,Steve Patterson,Violeta Benitez,1550 Court Place Suite 102 02107,1785 First Street  50553
44,123.76,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,1972 Alfa Romeo GTA,Classic Cars,1:10,Motor City Art Classics,3252,85.68,136.0,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
43,141.92,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,1980s Black Hawk Helicopter,Planes,1:18,Red Start Diecast,5330,77.27,157.69,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
46,69.68,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,1999 Yamaha Speed Boat,Ships,1:18,Min Lin Diecast,4259,51.61,86.02,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
34,84.7,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,1:18,Exoto Designs,2378,64.58,105.87,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
33,110.6,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,18th century schooner,Ships,1:24,Carousel DieCast Legends,1898,82.34,122.89,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
21,54.81,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,1900s Vintage Bi-Plane,Planes,1:24,Autoart Studio Design,5942,34.25,68.51,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
20,77.0,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,1912 Ford Model T Delivery Wagon,Vintage Cars,1:24,Min Lin Diecast,9173,46.91,88.51,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
32,64.44,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,1937 Horch 930V Limousine,Vintage Cars,1:24,Autoart Studio Design,2902,26.3,65.75,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
29,73.8,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,1940 Ford Delivery Sedan,Vintage Cars,1:24,Carousel DieCast Legends,6621,48.64,83.86,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
43,66.0,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,The Schooner Bluenose,Ships,1:700,Autoart Studio Design,1897,34.0,66.67,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
29,87.8,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,HMS Bounty,Ships,1:700,Unimax Art Galleries,3501,39.83,90.52,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
46,62.16,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,The USS Constitution Ship,Ships,1:700,Red Start Diecast,7083,33.97,72.28,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
24,85.14,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,The Titanic,Ships,1:700,Carousel DieCast Legends,1956,51.09,100.17,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
28,83.42,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,The Queen Mary,Ships,1:700,Welly Diecast Productions,5088,53.63,99.31,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
40,42.71,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,Boeing X-32A JSF,Planes,1:72,Motor City Art Classics,4857,32.77,49.66,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
38,43.68,2018-10-23,2018-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didnt ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,Pont Yacht,Ships,1:72,Unimax Art Galleries,414,33.3,54.6,Scandinavian Gift Ideas,+46 695 34 65 55,Bräcke,Sweden,116400,bjones@classicmodelcars.com,Sales Rep,London,+44 20 7877 2041,UK,EMEA,Barry Jones,Martha Larsson,25 Old Broad Street Level 7 EC2N 1HN,Åkergatan 24  S-844 67
36,94.74,2018-10-28,2018-11-03,2018-11-01,Shipped,,1969 Harley Davidson Ultimate Chopper,Motorcycles,1:10,Min Lin Diecast,7933,48.81,95.7,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
27,97.53,2018-10-28,2018-11-03,2018-11-01,Shipped,,1996 Moto Guzzi 1100i,Motorcycles,1:10,Highway 66 Mini Classics,6625,68.99,118.94,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
20,160.74,2018-10-28,2018-11-03,2018-11-01,Shipped,,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,1:10,Red Start Diecast,5582,91.02,193.66,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
21,75.19,2018-10-28,2018-11-03,2018-11-01,Shipped,,P-51-D Mustang,Planes,1:72,Gearbox Collectibles,992,49.0,84.48,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
46,49.06,2018-10-28,2018-11-03,2018-11-01,Shipped,,1936 Harley Davidson El Knucklehead,Motorcycles,1:18,Welly Diecast Productions,4357,24.23,60.57,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
50,103.68,2018-10-28,2018-11-03,2018-11-01,Shipped,,1997 BMW R 1100 S,Motorcycles,1:24,Autoart Studio Design,7003,60.86,112.7,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
49,93.01,2018-10-28,2018-11-03,2018-11-01,Shipped,,1928 British Royal Navy Airplane,Planes,1:24,Classic Metal Creations,3627,66.74,109.42,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
29,72.36,2018-10-28,2018-11-03,2018-11-01,Shipped,,1960 BSA Gold Star DBD34,Motorcycles,1:24,Highway 66 Mini Classics,15,37.32,76.17,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
27,57.32,2018-10-28,2018-11-03,2018-11-01,Shipped,,Corsair F4U ( Bird Cage),Planes,1:24,Second Gear Diecast,6812,29.34,68.24,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
48,68.1,2018-10-28,2018-11-03,2018-11-01,Shipped,,1900s Vintage Tri-Plane,Planes,1:24,Unimax Art Galleries,2756,36.23,72.45,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
28,89.9,2018-10-28,2018-11-03,2018-11-01,Shipped,,1997 BMW F650 ST,Motorcycles,1:32,Exoto Designs,178,66.92,99.89,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
31,57.78,2018-10-28,2018-11-03,2018-11-01,Shipped,,1928 Ford Phaeton Deluxe,Vintage Cars,1:32,Highway 66 Mini Classics,136,33.02,68.79,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
48,39.71,2018-10-28,2018-11-03,2018-11-01,Shipped,,1930 Buick Marquette Phaeton,Vintage Cars,1:50,Studio M Art Models,7062,27.06,43.64,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
28,91.34,2018-10-28,2018-11-03,2018-11-01,Shipped,,American Airlines: B767-300,Planes,1:700,Min Lin Diecast,5841,51.15,91.34,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
31,87.75,2018-10-28,2018-11-03,2018-11-01,Shipped,,America West Airlines B757-200,Planes,1:700,Motor City Art Classics,9653,68.8,99.72,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
36,94.92,2018-10-28,2018-11-03,2018-11-01,Shipped,,ATA: B757-300,Planes,1:700,Highway 66 Mini Classics,7106,59.33,118.65,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
48,72.0,2018-10-28,2018-11-03,2018-11-01,Shipped,,F/A 18 Hornet 1/72,Planes,1:72,Motor City Art Classics,551,54.4,80.0,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
39,67.37,2018-10-28,2018-11-03,2018-11-01,Shipped,,American Airlines: MD-11S,Planes,1:700,Second Gear Diecast,8820,36.27,74.03,Technics Stores Inc.,+1 650-555-6809,Burlingame,USA,84600,ljennings@classicmodelcars.com,Sales Rep,San Francisco,+1 650-219-4782,USA,,Leslie Jennings,Juri Hashimoto,100 Market Street Suite 300 94080,9408 Furth Circle  94217
30,163.44,2018-11-04,2018-11-14,2018-11-09,Shipped,,1968 Ford Mustang,Classic Cars,1:12,Autoart Studio Design,68,95.34,194.57,"Annas Decorations, Ltd",+61 2 9936 8555,North Sydney,Australia,107800,afixter@classicmodelcars.com,Sales Rep,Sydney,+61 2 9264 2451,Australia,APAC,Andy Fixter,Anna OHara,5-11 Wentworth Avenue Floor #2 NSW 2010,201 Miller Street Level 15 2060
35,126.52,2018-11-04,2018-11-14,2018-11-09,Shipped,,2002 Suzuki XREO,Motorcycles,1:12,Unimax Art Galleries,9997,66.27,150.62,"Annas Decorations, Ltd",+61 2 9936 8555,North Sydney,Australia,107800,afixter@classicmodelcars.com,Sales Rep,Sydney,+61 2 9264 2451,Australia,APAC,Andy Fixter,Anna OHara,5-11 Wentworth Avenue Floor #2 NSW 2010,201 Miller Street Level 15 2060
36,71.82,2018-11-04,2018-11-14,2018-11-09,Shipped,,1970 Plymouth Hemi Cuda,Classic Cars,1:12,Studio M Art Models,5663,31.92,79.8,"Annas Decorations, Ltd",+61 2 9936 8555,North Sydney,Australia,107800,afixter@classicmodelcars.com,Sales Rep,Sydney,+61 2 9264 2451,Australia,APAC,Andy Fixter,Anna OHara,5-11 Wentworth Avenue Floor #2 NSW 2010,201 Miller Street Level 15 2060
32,65.13,2018-11-04,2018-11-14,2018-11-09,Shipped,,1969 Dodge Super Bee,Classic Cars,1:18,Min Lin Diecast,1917,49.05,80.41,"Annas Decorations, Ltd",+61 2 9936 8555,North Sydney,Australia,107800,afixter@classicmodelcars.com,Sales Rep,Sydney,+61 2 9264 2451,Australia,APAC,Andy Fixter,Anna OHara,5-11 Wentworth Avenue Floor #2 NSW 2010,201 Miller Street Level 15 2060
36,136.7,2018-11-04,2018-11-14,2018-11-09,Shipped,,1976 Ford Gran Torino,Classic Cars,1:18,Gearbox Collectibles,9127,73.49,146.99,"Annas Decorations, Ltd",+61 2 9936 8555,North Sydney,Australia,107800,afixter@classicmodelcars.com,Sales Rep,Sydney,+61 2 9264 2451,Australia,APAC,Andy Fixter,Anna OHara,5-11 Wentworth Avenue Floor #2 NSW 2010,201 Miller Street Level 15 2060
38,52.84,2018-11-04,2018-11-14,2018-11-09,Shipped,,1957 Vespa GS150,Motorcycles,1:18,Studio M Art Models,7689,32.95,62.17,"Annas Decorations, Ltd",+61 2 9936 8555,North Sydney,Australia,107800,afixter@classicmodelcars.com,Sales Rep,Sydney,+61 2 9264 2451,Australia,APAC,Andy Fixter,Anna OHara,5-11 Wentworth Avenue Floor #2 NSW 2010,201 Miller Street Level 15 2060
33,120.53,2018-11-04,2018-11-14,2018-11-09,Shipped,,1957 Corvette Convertible,Classic Cars,1:18,Classic Metal Creations,1249,69.93,148.8,"Annas Decorations, Ltd",+61 2 9936 8555,North Sydney,Australia,107800,afixter@classicmodelcars.com,Sales Rep,Sydney,+61 2 9264 2451,Australia,APAC,Andy Fixter,Anna OHara,5-11 Wentworth Avenue Floor #2 NSW 2010,201 Miller Street Level 15 2060
38,66.49,2018-11-04,2018-11-14,2018-11-09,Shipped,,1982 Ducati 900 Monster,Motorcycles,1:24,Highway 66 Mini Classics,6840,47.1,69.26,"Annas Decorations, Ltd",+61 2 9936 8555,North Sydney,Australia,107800,afixter@classicmodelcars.com,Sales Rep,Sydney,+61 2 9264 2451,Australia,APAC,Andy Fixter,Anna OHara,5-11 Wentworth Avenue Floor #2 NSW 2010,201 Miller Street Level 15 2060
34,53.27,2018-11-04,2018-11-14,2018-11-09,Shipped,,1971 Alpine Renault 1600s,Classic Cars,1:24,Welly Diecast Productions,7995,38.58,61.23,"Annas Decorations, Ltd",+61 2 9936 8555,North Sydney,Australia,107800,afixter@classicmodelcars.com,Sales Rep,Sydney,+61 2 9264 2451,Australia,APAC,Andy Fixter,Anna OHara,5-11 Wentworth Avenue Floor #2 NSW 2010,201 Miller Street Level 15 2060
24,77.61,2018-11-04,2018-11-14,2018-11-09,Shipped,,1961 Chevrolet Impala,Classic Cars,1:18,Classic Metal Creations,7869,32.33,80.84,"Annas Decorations, Ltd",+61 2 9936 8555,North Sydney,Australia,107800,afixter@classicmodelcars.com,Sales Rep,Sydney,+61 2 9264 2451,Australia,APAC,Andy Fixter,Anna OHara,5-11 Wentworth Avenue Floor #2 NSW 2010,201 Miller Street Level 15 2060
26,37.01,2018-11-04,2018-11-14,2018-11-09,Shipped,,1982 Ducati 996 R,Motorcycles,1:32,Gearbox Collectibles,9241,24.14,40.23,"Annas Decorations, Ltd",+61 2 9936 8555,North Sydney,Australia,107800,afixter@classicmodelcars.com,Sales Rep,Sydney,+61 2 9264 2451,Australia,APAC,Andy Fixter,Anna OHara,5-11 Wentworth Avenue Floor #2 NSW 2010,201 Miller Street Level 15 2060
34,83.68,2018-11-04,2018-11-14,2018-11-09,Shipped,,1974 Ducati 350 Mk3 Desmo,Motorcycles,1:32,Second Gear Diecast,3341,56.13,102.05,"Annas Decorations, Ltd",+61 2 9936 8555,North Sydney,Australia,107800,afixter@classicmodelcars.com,Sales Rep,Sydney,+61 2 9264 2451,Australia,APAC,Andy Fixter,Anna OHara,5-11 Wentworth Avenue Floor #2 NSW 2010,201 Miller Street Level 15 2060
48,75.66,2018-11-04,2018-11-14,2018-11-09,Shipped,,2002 Yamaha YZR M1,Motorcycles,1:50,Autoart Studio Design,600,34.17,81.36,"Annas Decorations, Ltd",+61 2 9936 8555,North Sydney,Australia,107800,afixter@classicmodelcars.com,Sales Rep,Sydney,+61 2 9264 2451,Australia,APAC,Andy Fixter,Anna OHara,5-11 Wentworth Avenue Floor #2 NSW 2010,201 Miller Street Level 15 2060
47,116.27,2018-11-04,2018-11-12,2018-11-07,Shipped,,1968 Dodge Charger,Classic Cars,1:12,Welly Diecast Productions,9123,75.16,117.44,Mini Auto Werke,+43 7675 3555,Graz,Austria,45300,pcastillo@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Pamela Castillo,Roland  Mendel,43 Rue Jouffroy Dabbans  75017,Kirchgasse 6  8010
41,93.28,2018-11-04,2018-11-12,2018-11-07,Shipped,,1969 Dodge Charger,Classic Cars,1:12,Welly Diecast Productions,7323,58.73,115.16,Mini Auto Werke,+43 7675 3555,Graz,Austria,45300,pcastillo@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Pamela Castillo,Roland  Mendel,43 Rue Jouffroy Dabbans  75017,Kirchgasse 6  8010
20,70.07,2018-11-04,2018-11-12,2018-11-07,Shipped,,1948 Porsche 356-A Roadster,Classic Cars,1:18,Gearbox Collectibles,8826,53.9,77.0,Mini Auto Werke,+43 7675 3555,Graz,Austria,45300,pcastillo@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Pamela Castillo,Roland  Mendel,43 Rue Jouffroy Dabbans  75017,Kirchgasse 6  8010
34,130.6,2018-11-04,2018-11-12,2018-11-07,Shipped,,1956 Porsche 356A Coupe,Classic Cars,1:18,Classic Metal Creations,6600,98.3,140.43,Mini Auto Werke,+43 7675 3555,Graz,Austria,45300,pcastillo@classicmodelcars.com,Sales Rep,Paris,+33 1 47 23 44 04,France,EMEA,Pamela Castillo,Roland  Mendel,43 Rue Jouffroy Dabbans  75017,Kirchgasse 6  8010
35,134.46,2018-11-05,2018-11-13,2018-11-07,Shipped,,1993 Mazda RX-7,Classic Cars,1:18,Highway 66 Mini Classics,3975,83.51,141.54,Québec Home Shopping Network,+1 514-555-8054,Montréal,Canada,48700,ftseng@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,Foon Yue Tseng,Jean  Fresnière,523 East 53rd Street apt. 5A 10022,43 rue St. Laurent  H1J 1C3
35,128.03,2018-11-05,2018-11-13,2018-11-07,Shipped,,1995 Honda Civic,Classic Cars,1:18,Min Lin Diecast,9772,93.89,142.25,Québec Home Shopping Network,+1 514-555-8054,Montréal,Canada,48700,ftseng@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,Foon Yue Tseng,Jean  Fresnière,523 East 53rd Street apt. 5A 10022,43 rue St. Laurent  H1J 1C3
39,165.95,2018-11-05,2018-11-13,2018-11-07,Shipped,,1992 Ferrari 360 Spider red,Classic Cars,1:18,Unimax Art Galleries,8347,77.9,169.34,Québec Home Shopping Network,+1 514-555-8054,Montréal,Canada,48700,ftseng@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,Foon Yue Tseng,Jean  Fresnière,523 East 53rd Street apt. 5A 10022,43 rue St. Laurent  H1J 1C3
36,34.74,2018-11-05,2018-11-13,2018-11-07,Shipped,,1982 Lamborghini Diablo,Classic Cars,1:24,Second Gear Diecast,7723,16.24,37.76,Québec Home Shopping Network,+1 514-555-8054,Montréal,Canada,48700,ftseng@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,Foon Yue Tseng,Jean  Fresnière,523 East 53rd Street apt. 5A 10022,43 rue St. Laurent  H1J 1C3
42,109.51,2018-11-05,2018-11-14,2018-11-11,Shipped,,1965 Aston Martin DB5,Classic Cars,1:18,Classic Metal Creations,9042,65.96,124.44,Gift Depot Inc.,+1 203-555-2570,Bridgewater,USA,84300,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Julie King,523 East 53rd Street apt. 5A 10022,25593 South Bay Ln.  97562
39,117.48,2018-11-05,2018-11-14,2018-11-11,Shipped,,1999 Indy 500 Monte Carlo SS,Classic Cars,1:18,Red Start Diecast,8164,56.76,132.0,Gift Depot Inc.,+1 203-555-2570,Bridgewater,USA,84300,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Julie King,523 East 53rd Street apt. 5A 10022,25593 South Bay Ln.  97562
48,139.87,2018-11-05,2018-11-14,2018-11-11,Shipped,,1948 Porsche Type 356 Roadster,Classic Cars,1:18,Gearbox Collectibles,8990,62.16,141.28,Gift Depot Inc.,+1 203-555-2570,Bridgewater,USA,84300,gvanauf@classicmodelcars.com,Sales Rep,NYC,+1 212-555-3000,USA,,George Vanauf,Julie King,523 East 53rd Street apt. 5A 10022,25593 South Bay Ln.  97562
